id,text,json
158,"Cheese and Ham Omelet
Beat 3 eggs with salt. Cook in butter and fill with 50 g ham and 40 g cheese before folding.","{""title"": ""Eggplant Spaghetti Sauce"", ""ingredients"": [""1/2 c. oil (I use olive oil, extra light)"", ""1 large eggplant, unpeeled and chopped"", ""2 medium onions chopped"", ""1/2 head cauliflower, chopped"", ""1 green pepper, chopped"", ""1/2 c. fresh parsley (flat Italian), chopped"", ""1/4 lb. mushrooms, sliced"", ""8 cloves garlic, minced or mashed"", ""2 very large cans Italian tomatoes"", ""1 bay leaf"", ""1 tsp. dried basil"", ""1 tsp. oregano"", ""1 tsp. thyme"", ""1/2 tsp. marjoram"", ""1/2 tsp. rosemary"", ""1/2 tsp. salt, optional"", ""1 c. dry red or white wine""], ""directions"": [""Heat oil in large pot."", ""Add all the vegetables and the garlic. Saute over medium heat for 15 minutes stirring frequently."", ""Add tomatoes and tomato sauce and all the seasonings."", ""Bring to a boil and then reduce heat."", ""Cover and simmer for 3 to 4 hours."", ""During the last hour of cooking, add the wine.""]}"
159,"Fried Zucchini Slices
Slice 2 zucchini. Fry in 2 tablespoons oil until golden. Sprinkle with salt.","{""title"": ""Watergate Cake"", ""ingredients"": [""1 box white cake mix"", ""1 c. + 1 Tbsp. vegetable oil"", ""1 pkg. pistachio instant pudding mix"", ""1 c. ginger ale"", ""3 eggs"", ""1/2 c. chopped pecans"", ""1 (8-oz.) pkg. cool whip"", ""3/4 c. milk"", ""1 pkg. of pistachio instant pudding mix""], ""directions"": [""Combine box cake mix, oil, instant pudding, ginger ale, eggs, and pecans."", ""Pour into a 13 x 9-inch pan that has been greased and floured."", ""Bake at 350° for 30 minutes. Cool and add topping when ready to serve. For topping the cake, mix cool whip, milk and pistachio instant pudding mix. Pour over cake and let set.""]}"
160,"Simple Vanilla Pudding
Heat 2 cups of whole milk in a saucepan over medium heat until steaming but not boiling. In a small bowl, dissolve 2 tablespoons of cornstarch in 3 tablespoons of cold water, then stir it into the milk together with 3 tablespoons of granulated sugar. Cook while stirring continuously for about 5 minutes until thickened. Remove from heat and let cool slightly before serving.","{""title"": ""Plum Muffins"", ""ingredients"": [""2 c. self-rising flour"", ""1 c. crushed walnuts"", ""3 eggs"", ""2 small jars baby food plums"", ""2 c. sugar"", ""2 tsp. allspice"", ""1 c. oil""], ""directions"": [""Mix all ingredients together."", ""Drop into greased muffin tins. Bake at 325° for 15 to 20 minutes or until done.""]}"
161,"Chicken Tomato Wraps
Warm 4 flour tortillas in a dry pan. Fill each tortilla with about 50 g of cooked shredded chicken, 2 tablespoons of chopped fresh tomatoes, and 1 tablespoon of plain yogurt. Roll tightly and serve warm.","{""title"": ""Cranberry Punch"", ""ingredients"": [""1 qt. cranberry juice"", ""1 qt. ginger ale"", ""1 small cherry Jell-O"", ""1 c. boiling water"", ""6 oz. frozen lemonade"", ""3 c. cold water""], ""directions"": [""Mix and put in punch bowl."", ""Top with sherbert.""]}"
162,"Creamy Corn Soup
Place 2 cups of corn kernels, 1 cup of milk, and 1 cup of water in a saucepan. Add ½ teaspoon of salt and simmer gently for 15 minutes. Blend partially with an immersion blender, leaving some texture, and serve hot.","{""title"": ""Sweet Potato Pie"", ""ingredients"": [""4 sweet potatoes, boiled and drained"", ""2 sticks butter"", ""2 c. sugar"", ""4 to 6 eggs"", ""nutmeg (season to taste)"", ""2 c. Milnot""], ""directions"": [""With mixer, cream potatoes, butter and sugar until smooth and creamy."", ""Watch out for strings in potatoes."", ""Add eggs, one at a time."", ""Mix after each egg."", ""Add seasoning, then milk."", ""Pour into unbaked pie shell."", ""Bake at 350° for 45 minutes.""]}"
163,"Baked Pasta with Cheese
Mix 300 g of cooked pasta with 1 cup of tomato sauce and 100 g of grated cheese. Transfer to a baking dish and bake at 190°C for 25 minutes until bubbly and lightly browned on top.","{""title"": ""Butternut Pound Cake"", ""ingredients"": [""2 c. sugar"", ""1 c. Crisco oil"", ""4 eggs"", ""2 1/2 c. self-rising flour"", ""1/2 c. sweet milk"", ""1 tsp. vanilla flavor"", ""1 Tbsp. butternut flavor""], ""directions"": [""Cream sugar and Crisco well."", ""Add eggs, one at a time."", ""Beat well."", ""Add flour and milk alternately on medium."", ""Last, add flavors."", ""Beat 2 minutes."", ""Heat oven to 325°."", ""Pour batter into greased and floured cake pan."", ""Bake for 1 hour.""]}"
164,"Simple Fried Eggs
Heat 1 tablespoon of butter in a frying pan over medium heat. Crack 2 eggs into the pan and cook for about 3 minutes until the whites are set. Season with ¼ teaspoon of salt and serve immediately.","{""title"": ""Morning Glory Muffins"", ""ingredients"": [""2 c. all-purpose flour"", ""1 1/2 c. sugar"", ""2 tsp. baking soda"", ""1 tsp. ground cinnamon"", ""1/2 tsp. salt"", ""2 c. grated carrots"", ""1/2 c. raisins"", ""1/2 c. coconut"", ""1/2 c. chopped pecans"", ""1 (8 oz.) can crushed pineapple, drained"", ""1 c. vegetable oil"", ""3 large eggs, lightly beaten"", ""2 tsp. vanilla""], ""directions"": [""Combine first 5 ingredients in a large mixing bowl; stir in carrots and next 4 ingredients."", ""Make a well in center of mixture. Combine vegetable oil and remaining ingredients."", ""Add to flour mixture, stirring until moistened."", ""Place paper baking cups in muffin pans."", ""Spoon batter into paper cups, filling 2/3 full. Bake at 350° for 25 minutes or until golden brown."", ""Remove from pans immediately."", ""Makes 22 muffins.""]}"
165,"Honey Glazed Chicken
Place 400 g of chicken breast pieces in a pan with 2 tablespoons of honey, 1 tablespoon of soy sauce, and ½ cup of water. Cook over medium heat for 20 minutes, turning occasionally, until the sauce thickens and coats the chicken.","{""title"": ""Chicken Breasts With Wild Rice"", ""ingredients"": [""1 3/4 c. quick cooking long grain and wild rice or plain rice"", ""1 (10 3/4 oz.) can condensed cream of mushroom or chicken soup (undiluted)"", ""1 (10 3/4 oz.) can French onion soup (undiluted)"", ""2 1/2 oz. jar sliced mushrooms (undrained)"", ""1/2 c. water"", ""4 chicken breasts"", ""2 Tbsp. melted butter or margarine"", ""1/4 c. cornflake crumbs or cracker crumbs""], ""directions"": [""Combine first 5 ingredients together."", ""Pour into greased 9 x 13-inch microwave dish."", ""Lay chicken breasts on top of rice mixture, with heavy side of breasts at corners of the dish."", ""Brush with melted butter or margarine and sprinkle evenly with cornflake crumbs.""]}"
166,"Buttered Green Peas
Heat 2 cups of frozen peas in a small saucepan with 1 tablespoon of butter and ¼ teaspoon of salt. Cook for 6–8 minutes until tender, stirring occasionally.","{""title"": ""Creole Green Beans"", ""ingredients"": [""1 green pepper, chopped"", ""1 onion, chopped"", ""2 Tbsp. bacon drippings"", ""1 Tbsp. flour"", ""1 tsp. salt"", ""1 tsp. sugar"", ""dash of paprika"", ""1 (16 oz.) can tomatoes"", ""1 (16 oz.) can green peas""], ""directions"": [""Saute green pepper and onion in hot bacon drippings until tender. Add flour, salt, sugar and paprika."", ""Stir until blended. Add tomatoes and simmer for about 15 minutes."", ""Stir in green peas; heat through and serve.""]}"
167,"Soft Chocolate Mug Cake
In a microwave-safe mug, mix 4 tablespoons of flour, 2 tablespoons of sugar, 2 tablespoons of cocoa powder, 3 tablespoons of milk, and 2 tablespoons of vegetable oil. Microwave on high for 90 seconds until set.","{""title"": ""Banana Bread"", ""ingredients"": [""2 eggs"", ""3 bananas, cut in small pieces"", ""1 stick butter, cut in small pieces"", ""1 c. sugar"", ""1 3/4 c. flour"", ""3/4 tsp. soda"", ""1 1/4 tsp. cream of tartar"", ""1 c. chopped nuts (optional)""], ""directions"": [""Mix eggs, bananas, butter and sugar in blender or food processor."", ""Mix remaining ingredients."", ""Add the two mixtures together."", ""Pour in greased pan and bake at 350° for 45 minutes.""]}"
168,"Simple Tomato Sandwich
Slice 1 large tomato and season with ¼ teaspoon of salt. Spread 1 tablespoon of butter on each of 2 bread slices, layer the tomato between them, and serve immediately.","{""title"": ""Corned Beef Hash Swirls"", ""ingredients"": [""Bisquick"", ""can corned beef hash"", ""mustard"", ""salt and pepper to taste""], ""directions"": [""Make dough according to Bisquick directions on box."", ""Roll out until about 1 inch thick."", ""(Shape, as you roll out into an oblong shape.)"", ""Thinly spread with a knife, mustard on top of dough. Then, salt and pepper lightly or to taste."", ""Spread corned beef hash on top of the mustard, salt and pepper."", ""Then, lengthwise, roll up securely and pan freeze."", ""When frozen, take out and with a sharp knife, cut roll into 3/4 to 1 inch slices."", ""Bake in moderate oven at approximately 350° for 15 or 20 minutes or freeze, individually and reheat frozen for a longer period of time."", ""Whether you serve right away or serve after being frozen, pour on top either a cream cheese sauce or a sauce made of 1 can of cream of celery soup, adding a little water."", ""A good lunch!!""]}"
169,"Rice and Beans
Cook 1 cup of rice in 2 cups of water with ½ teaspoon of salt. In a separate saucepan, heat 1 can (400 g) of cooked beans with ¼ teaspoon of salt. Serve the beans over the rice.","{""title"": ""Patio Potatoes"", ""ingredients"": [""1 (2 lb.) bag hash browns, thawed"", ""1/2 c. melted margarine"", ""1/2 tsp. salt"", ""1/2 tsp. pepper"", ""1/2 c. chopped onion"", ""1 can cream of mushroom soup"", ""1 pt. sour cream"", ""10 oz. or 2 c. grated sharp Cheddar cheese""], ""directions"": [""Mix all together and put in greased 9 x 13-inch casserole dish."", ""Top with 2 cups corn flakes (crushed) and mixed with 1/2 cup melted margarine."", ""Bake at 350° for 45 minutes.""]}"
170,"Creamy Garlic Chicken
Brown 500 g of chicken breast pieces in a pan with 1 tablespoon of olive oil for 5 minutes. Add 2 minced garlic cloves and cook briefly, then pour in ½ cup of cream, add 1 teaspoon of salt and ½ teaspoon of black pepper, and simmer for 25 minutes.","{""title"": ""Sky High Biscuits"", ""ingredients"": [""3 c. flour"", ""4 1/2 tsp. baking powder"", ""2 Tbsp. sugar"", ""1/2 tsp. salt"", ""3/4 c. cream of tartar"", ""3/4 c. butter"", ""1 egg, beaten"", ""1 c. milk""], ""directions"": [""Combine dry ingredients."", ""Cut in butter as you would for pie crust."", ""Add milk and egg quickly and stir briefly."", ""Knead for a few minutes."", ""Roll to 1-inch thickness."", ""Cut into biscuits."", ""Bake at 450° for 12 to 15 minutes on greased cookie sheets.""]}"
171,"Cinnamon Toast
Toast 2 slices of bread until golden. Spread each slice with 1 tablespoon of butter, then sprinkle with a mixture of 1 teaspoon sugar and ¼ teaspoon cinnamon.","{""title"": ""Lasagne"", ""ingredients"": [""1 lb. lean hamburger"", ""1 jar Ragu spaghetti sauce (plain)"", ""1 small container Ricotta cheese"", ""1 pkg. lasagne noodles (approximately 8 noodles)"", ""1 large bag preshredded Mozzarella cheese""], ""directions"": [""In a large skillet brown the hamburger."", ""Drain the fat."", ""Stir in the jar of spaghetti sauce."", ""Heat until warm."", ""In a 3 to 4-quart saucepan fill to about an inch below the rim with water. Bring to a boil and add noodles."", ""Cook until soft."", ""In a large baking pan (8 x 10-inch or bigger) cover the bottom with 4 noodles."", ""Smother with Mozzarella (and Ricotta if you have it) and start your next layer of noodles."", ""Bake in oven at 350° until cheese is melted.""]}"
172,"Simple Beef Patties
Mix 400 g of ground beef with 1 teaspoon of salt and ½ teaspoon of black pepper. Shape into patties and fry in a pan for 4 minutes per side until cooked through.","{""title"": ""German Potato Salad"", ""ingredients"": [""4 lb. new potatoes (red skin)"", ""2 good size onions, finely chopped"", ""3 stalks celery, finely chopped"", ""1/2 c. cider vinegar"", ""1/2 c. hot bacon drippings"", ""8 strips bacon, fried and crumbled"", ""salt and pepper to taste"", ""parsley""], ""directions"": [""Boil the potatoes until done."", ""Peel and slice while still warm."", ""Stir while pouring on the vinegar and hot grease."", ""Garnish with the bacon and chopped parsley, if available."", ""Sprinkle with sugar if too tart due to the vinegar.""]}"
173,"Tomato Lentil Soup
Combine 1 cup of dry lentils, 1 can (400 g) of chopped tomatoes, 1 chopped onion, 1 teaspoon of salt, and 1.5 liters of water. Simmer gently for 35 minutes until lentils are tender.","{""title"": ""Coconut Pie"", ""ingredients"": [""4 eggs"", ""2 c. milk"", ""1 tsp. vanilla"", ""1/4 c. melted butter"", ""1 3/4 c. sugar"", ""1/2 c. self-rising flour"", ""1 1/2 c. coconut""], ""directions"": [""Mix flour, sugar and coconut in a bowl."", ""Beat eggs and add milk, butter and flavoring. Then add dry ingredients."", ""Pour into well greased pie plate and bake at 350° for 45 minutes to 1 hour or until golden brown."", ""This pie makes its own crust.""]}"
174,"Fried Rice with Egg
Heat 1 tablespoon of oil in a pan and add 2 cups of cooked rice. Push rice aside, crack in 1 egg, scramble it lightly, then mix with the rice and add 2 tablespoons of soy sauce. Cook for 5 minutes.","{""title"": ""Bullets"", ""ingredients"": [""ground beef"", ""flour"", ""salt and pepper to taste""], ""directions"": [""Mix together ground beef with salt and pepper and enough flour to hold meat together."", ""Roll into meat balls. Roll meat balls in more flour to coat. Drop meat balls into boiling water and cook. It will make its own gravy."", ""Serve over rice or mashed potatoes. May add more seasoning to taste as these are very bland.""]}"
175,"Creamy Banana Smoothie
Blend 2 ripe bananas with 1 cup of milk and ½ cup of plain yogurt until smooth. Serve chilled.","{""title"": ""Mom'S Pancakes"", ""ingredients"": [""1 c. sifted all-purpose flour"", ""2 tsp. baking powder"", ""1/2 tsp. salt"", ""2 Tbsp. sugar"", ""1 egg"", ""1 c. milk"", ""3 Tbsp. butter or margarine, melted""], ""directions"": [""Sift flour with baking powder, salt and sugar into a medium bowl."", ""With rotary beater, beat egg."", ""Add milk and butter; beat until well mixed."", ""Pour this into dry ingredients; beat only until combined."", ""Batter will be lumpy.""]}"
176,"Baked Chicken Thighs
Season 4 chicken thighs with 1 teaspoon of salt and ½ teaspoon of pepper. Place in a baking dish and bake at 190°C for 45 minutes until golden and fully cooked.","{""title"": ""Pecan Kisses"", ""ingredients"": [""1 egg white"", ""2/3 c. light brown sugar"", ""1 tsp. vanilla"", ""4 c. whole pecans""], ""directions"": [""Beat egg white until stiff."", ""Add sugar and vanilla; mix well. Dip 2 or 3 pecans at a time."", ""Place on ungreased baking sheet. Bake at 250° for 30 minutes."", ""Leave in oven for 30 more minutes with the oven turned off.""]}"
177,"Garlic Mashed Beans
Mash 2 cups of cooked white beans with 1 minced garlic clove, 1 tablespoon of olive oil, and ½ teaspoon of salt until creamy.","{""title"": ""Pizza Casserole"", ""ingredients"": [""1 lb. ground beef"", ""14 oz. Pizza Quick sauce"", ""2 c. shredded Mozzarella cheese"", ""1 jar sliced mushrooms"", ""3/4 c. biscuit mix"", ""1 1/2 c. milk"", ""2 eggs""], ""directions"": [""Brown beef; stir to crumble."", ""Drain."", ""Put beef into 8-inch baking dish."", ""Top with sauce, Mozzarella cheese and sliced mushrooms."", ""Combine the biscuit mix, milk and eggs; beat until smooth, then evenly pour over casserole."", ""Bake at 400° for 30 to 35 minutes.""]}"
178,"Warm Berry Compote
Cook 2 cups of mixed berries with 2 tablespoons of sugar over medium heat for 10 minutes until softened and syrupy.","{""title"": ""Chocolate Lover'S No-Bake Brownies"", ""ingredients"": [""1 (12 oz.) pkg. (2 c.) semi-sweet chocolate chips"", ""1 (14 oz.) can sweetened condensed milk"", ""1 (8 1/2 oz.) pkg. chocolate wafers, finely crushed"", ""1 c. chopped nuts, divided""], ""directions"": [""Melt chocolate chips over hot (not boiling) water; stir until smooth."", ""Add sweetened condensed milk, chocolate wafer crumbs and one-half cup of nuts; stir until well blended."", ""Press into foil-lined 8-inch square pan."", ""Press remaining 1/2 cup of nuts into top of brownies."", ""Let stand at room temperature until firm. Cut into 2-inch squares.""]}"
179,"Simple Cheese Quesadilla
Fill a tortilla with 80 g of grated cheese and cook in a dry pan for 3 minutes per side until melted and lightly browned.","{""title"": ""Broccoli Casserole"", ""ingredients"": [""1 pkg. frozen chopped broccoli"", ""1/2 c. mushroom soup"", ""1/2 c. mayonnaise"", ""1 beaten egg"", ""1 small onion, chopped"", ""salt and pepper""], ""directions"": [""Cook broccoli according to directions on package."", ""Drain. Arrange in dish."", ""Combine other ingredients and cover broccoli. Sprinkle with grated cheese or crushed Ritz crackers."", ""Bake at 350° for 40 minutes.""]}"
180,"Buttered Carrots
Boil 400 g of sliced carrots in salted water for 12 minutes. Drain and toss with 1 tablespoon of butter and ½ teaspoon of salt.","{""title"": ""Fruit Bars"", ""ingredients"": [""1 1/4 c. all-purpose flour"", ""1 1/2 tsp. baking powder"", ""1/2 tsp. almond extract"", ""1 c. chopped nuts"", ""1/2 c. chopped maraschino cherries, drained"", ""1 c. sugar"", ""1 tsp. salt"", ""3 eggs"", ""1 c. cut up dates or whole raisins"", ""1 (6 oz.) pkg. semi-sweet chocolate chips""], ""directions"": [""Heat oven to 350°."", ""Mix flour, sugar, baking powder, salt, almond extract and eggs."", ""Stir in remaining ingredients."", ""Spread dough in greased pan (13 x 9 x 2-inch)."", ""Bake until light brown, 30 to 35 minutes.""]}"
181,"Classic Chicken Stir Fry
Heat 2 tablespoons of vegetable oil in a wok and cook 400 g of sliced chicken breast for 5 minutes. Add 1 sliced onion, 1 sliced bell pepper, and 3 tablespoons of soy sauce, then stir-fry for another 5 minutes.","{""title"": ""Chinese Hamburger"", ""ingredients"": [""1 lb. hamburger"", ""2 Tbsp. oil"", ""1 onion, chopped"", ""1 celery rib, chopped"", ""1 c. cooked rice"", ""1 can cream of mushroom soup"", ""1 can cream of chicken soup"", ""1 1/2 c. warm water"", ""1/4 c. soy sauce"", ""1/4 tsp. pepper"", ""1 can chow mein noodles""], ""directions"": [""Brown hamburger. Add onion and celery until transparent; drain. Add soups, water, rice, soy sauce and pepper. Transfer to a casserole dish. Bake at 350° for 20 minutes. Top with chow mein noodles and cook for 10 minutes more.""]}"
182,"Creamy Potato Soup
Boil 600 g of peeled potatoes and 1 chopped onion in 1 liter of water with 1 teaspoon of salt for 25 minutes. Mash slightly, add ½ cup of cream, and simmer 5 more minutes.","{""title"": ""Almond Roco"", ""ingredients"": [""1 lb. butter (not margarine)"", ""2 c. granulated sugar"", ""1/2 c. water"", ""1/2 c. chopped almonds"", ""3 chocolate candy bars"", ""1/4 c. chopped almonds or as desired (for topping)""], ""directions"": [""Cook until hard ball stage in cold water."", ""Add 1/2 cup chopped almonds and cook until it reaches cracked candy stage, 300°, on candy thermometer."", ""Melt the 3 chocolate candy bars and pour on top and sprinkle chopped almonds.""]}"
183,"Garlic Lemon Rice
Cook 1 cup of rice in 2 cups of water with ½ teaspoon of salt. Stir in 1 tablespoon of butter, juice from ½ lemon, and 1 minced garlic clove before serving.","{""title"": ""Hungarian-Stuffed Peppers"", ""ingredients"": [""4 large peppers"", ""1 large can V-8"", ""1 onion, chopped"", ""1/2 tsp. garlic powder"", ""1 lb. ground beef"", ""1/2 c. rice"", ""1 egg"", ""salt to taste""], ""directions"": [""Prepare peppers (remove white sections)."", ""Mix ground beef, rice, egg and seasoning."", ""Fill peppers; place in deep cooking vessel."", ""Cover with V-8."", ""Cook for 1 hour at 350°.""]}"
184,"Baked Cheese Omelet
Whisk 4 eggs with ¼ cup of milk and ½ teaspoon of salt. Pour into a greased baking dish, sprinkle with 80 g of grated cheese, and bake at 180°C for 15 minutes.","{""title"": ""Lemon Pudding Pound Cake"", ""ingredients"": [""5 eggs"", ""1 box yellow cake mix"", ""3/4 c. water"", ""1 small pkg. instant lemon pudding"", ""1/2 c. oil""], ""directions"": [""Beat eggs."", ""Add cake mix, pudding, water and oil."", ""Beat at medium speed for 10 minutes."", ""Pour into an ungreased 10-inch tube pan with removable bottom."", ""Bake at 350° about 50 minutes."", ""Cool slightly and remove from pan.""]}"
185,"Tomato Basil Pasta
Cook 250 g of pasta until al dente. Heat 1 tablespoon of olive oil and sauté 1 garlic clove, then add 1 cup of chopped tomatoes, ½ teaspoon of salt, and fresh basil. Toss with pasta.","{""title"": ""Peanut Butter Cup Cookies"", ""ingredients"": [""1/2 c. butter or margarine"", ""1/2 c. peanut butter"", ""1/2 c. brown sugar"", ""1/2 c. white sugar"", ""1 egg"", ""1/2 tsp. vanilla"", ""1 1/4 c. sifted flour"", ""3/4 tsp. baking soda"", ""1/2 tsp. salt"", ""1 (10 oz.) bag miniature Reese's peanut butter cups""], ""directions"": [""Cream butter, peanut butter, brown sugar and white sugar."", ""Beat in egg and vanilla."", ""Sift flour, baking soda and salt."", ""Add flour mixture to creamed mixture."", ""Shape into 1-inch balls."", ""Spray miniature muffin pans with nonstick spray and place balls of dough in pans."", ""Do not spread dough in cups."", ""Bake at 350° for 8 to 10 minutes or lightly browned."", ""Remove from heat and immediately press peanut butter cup into each cookie until only top shows."", ""Let cool in tins for 10 to 15 minutes."", ""These freeze well."", ""Makes about 4 dozen.""]}"
186,"Simple Beef and Potatoes
Brown 400 g of beef cubes in 2 tablespoons of oil. Add 500 g of diced potatoes, 1 cup of water, 1 teaspoon of salt, and ½ teaspoon of pepper. Cover and cook for 35 minutes.","{""title"": ""Egg Cheese Souffle"", ""ingredients"": [""4 eggs"", ""2 c. milk"", ""1/2 tsp. mustard"", ""1/2 tsp. salt"", ""1/8 tsp. onion powder"", ""dash of pepper"", ""2 c. croutons (cheese)"", ""1 c. grated Velveeta""], ""directions"": [""In greased baking dish, place croutons and Velveeta."", ""Mix eggs, milk, mustard, salt, onion powder and pepper."", ""Pour on top of cheese."", ""Place crumbled bacon on top."", ""Bake at 325° for 50 minutes.""]}"
187,"Warm Cinnamon Milk
Heat 2 cups of milk with 1 tablespoon of sugar and ¼ teaspoon of cinnamon until steaming.","{""title"": ""Apple Bread"", ""ingredients"": [""1/2 c. margarine or butter"", ""1 egg"", ""1 tsp. cinnamon"", ""1/2 tsp. ground cloves"", ""1/4 tsp. salt"", ""1/2 c. chopped pecans"", ""1 c. brown sugar"", ""1 3/4 c. flour"", ""1 tsp. baking soda"", ""1/2 tsp. ground nutmeg"", ""1 c. raisins"", ""1 1/4 c. applesauce""], ""directions"": [""Cream butter and sugar until fluffy."", ""Beat in egg."", ""Stir together flour, salt, baking soda, cinnamon, nutmeg, cloves, raisins and pecans."", ""Add to sugar mixture alternately with applesauce."", ""Pour into greased 9 x 5 x 3-inch loaf pan."", ""Bake in 325° oven for 1 hour or until knife inserted in center comes out clean.""]}"
188,"Roasted Bell Peppers
Slice 3 bell peppers and toss with 1 tablespoon of olive oil and ½ teaspoon of salt. Roast at 200°C for 25 minutes.","{""title"": ""Homemade Noodles"", ""ingredients"": [""3 c. flour"", ""3 eggs"", ""1/2 c. water""], ""directions"": [""Stir together."", ""Roll out as thin as you can on floured surface (use lots of flour)."", ""Roll up and slice whatever width you want. Gently toss to unroll."", ""Drop in your favorite boiling broth. Gently boil about 8 minutes."", ""These can be frozen by spreading noodles out on floured cookie sheet."", ""Put in freezer until firm. Then store in freezer bags.""]}"
189,"Creamy Egg Salad
Chop 4 hard-boiled eggs and mix with 3 tablespoons of mayonnaise, 1 teaspoon of mustard, and ¼ teaspoon of salt.","{""title"": ""Chocolate Fudge"", ""ingredients"": [""1/2 c. margarine"", ""1 tall can evaporated milk"", ""4 c. sugar"", ""32 marshmallows"", ""4 sq. baking chocolate"", ""9 oz. bar milk chocolate"", ""12 oz. pkg. semi-sweet chocolate"", ""1 Tbsp. vanilla"", ""2 c. chopped nuts""], ""directions"": [""Combine margarine, milk and sugar in Dutch oven."", ""Place over medium"", ""heat"", ""until"", ""sugar\tis dissolved."", ""Heat slowly to boiling. Cover and boil 5 minutes.\tTurn off heat if electric stove."", ""If gas"", ""stove,"", ""turn"", ""warmer"", ""as low as possible."", ""Add marshmallows. Stir"", ""until"", ""dissolved."", ""Add each of chocolate, one at a"", ""time. Stir"", ""until"", ""melted."", ""Add"", ""vanilla\tand nuts. Pour into 15 x 10 x 1-inch pan."", ""Cut when firm."", ""Makes about 5 pounds.""]}"
190,"Simple Chicken Sandwich
Fill bread slices with 120 g of cooked chicken, a few lettuce leaves, and 1 tablespoon of mayonnaise.","{""title"": ""Fruit Cake"", ""ingredients"": [""3 eggs"", ""1 1/2 c. flour"", ""1/4 tsp. salt"", ""1 c. sugar"", ""1/2 tsp. baking powder"", ""1 (6 oz.) pkg. chocolate chips"", ""2 c. chopped nuts"", ""1 c. candied cherries, halved""], ""directions"": [""Beat eggs; stir in sugar."", ""Sift flour, baking powder and salt. Combine with chocolate chips, nuts and cherries."", ""Fold in egg-sugar mixture."", ""Pour into well-greased and floured loaf pans. Place pan of water on bottom rack of oven and loaf pans on top rack."", ""Bake at 325° for 1 to 1 1/2 hours.""]}"
191,"Pan-Fried Gnocchi
Heat 1 tablespoon of butter in a pan and fry 400 g of gnocchi for 6 minutes until golden. Sprinkle with 30 g of grated Parmesan and salt to taste.","{""title"": ""Cranberry Scones"", ""ingredients"": [""1/2 c. (1 stick) softened butter or margarine"", ""2 Tbsp. confectioners sugar"", ""1 tsp. grated orange peel""], ""directions"": [""Combine softened butter or margarine, confectioners sugar and orange peel in a small bowl; blend well.""]}"
192,"Honey Oat Breakfast Bowl
Mix 1 cup of cooked oats with 1 tablespoon of honey and ¼ cup of warm milk.","{""title"": ""Brownie Pie"", ""ingredients"": [""1/2 c. all-purpose flour"", ""1/4 c. cocoa"", ""1 c. sugar"", ""2 eggs"", ""1/2 c. margarine at room temperature"", ""1/8 tsp. salt"", ""1 tsp. vanilla"", ""1/2 c. chopped nuts"", ""ice cream or whipped cream""], ""directions"": [""Place flour, cocoa and sugar in a large mixing bowl."", ""Stir to mix well."", ""Add eggs, margarine, salt and vanilla."", ""Beat with a whisk for about 4 minutes."", ""Stir in nuts."", ""Pour into a greased 8-inch pie pan and bake in preheated 325° oven until done, about 30 to 40 minutes."", ""Pie will puff up and then settle down."", ""Serve slightly warm with ice cream or whipped cream."", ""Makes 8 servings.""]}"
193,"Tomato Egg Skillet
Heat 1 tablespoon of oil in a pan and cook 1 cup of chopped tomatoes for 3 minutes. Crack in 2 eggs, cover, and cook until set.","{""title"": ""Cream Puff Dessert"", ""ingredients"": [""1 c. water"", ""1 stick margarine"", ""1 c. flour"", ""4 eggs"", ""3 pkg. vanilla instant pudding"", ""4 c. milk"", ""1 (8 oz.) pkg. cream cheese"", ""12 oz. Cool Whip"", ""chocolate syrup""], ""directions"": [""Boil water and margarine."", ""Then add flour."", ""Let cook; then add eggs one at a time."", ""Spread in a 9 x 13-inch pan, sprayed with Pam."", ""Bake at 350° for 35 minutes until brown."", ""Cool."", ""Mix instant pudding, milk and softened cream cheese."", ""Spread on crust and top with Cool Whip."", ""Drizzle with chocolate syrup."", ""Chill 6 hours prior to serving.""]}"
194,"Garlic Chicken Rice Soup
Simmer 300 g of chicken pieces with ½ cup of rice, 1 minced garlic clove, 1 teaspoon of salt, and 1.5 liters of water for 40 minutes.","{""title"": ""Chantilly Low-Fat"", ""ingredients"": [""1 c. nonfat plain yogurt"", ""1/2 c. heavy cream"", ""1 c. mandarin juice""], ""directions"": [""Line strainer with a double layer of cheesecloth."", ""Place yogurt in the center and let drain for 1 hour."", ""Place mandarin juice in a small pan and bring to a boil."", ""Reduce heat and simmer for about 20 minutes until a very thick syrup remains."", ""There should be about 2 tablespoons of syrup."", ""Reserve."", ""Whip the cream in a bowl with an electric mixture until it holds soft peaks."", ""Place the drained yogurt in a bowl and stir in the mandarin syrup."", ""Gently fold in the whipping cream with a rubber spatula."", ""Makes 1 cup.""]}"
195,"Simple Cheese Sauce
Melt 1 tablespoon of butter, stir in 1 tablespoon of flour, then whisk in 1 cup of milk. Add 80 g of grated cheese and ½ teaspoon of salt, stirring until smooth.","{""title"": ""Golf Balls"", ""ingredients"": [""1 c. cocoa"", ""1 c. butter, softened"", ""3 (1 lb.) boxes powdered sugar"", ""1 1/2 c. milk"", ""2 Tbsp. vanilla"", ""5 c. peanut butter""], ""directions"": [""Beat all ingredients together except peanut butter until mixture is very smooth, then add peanut butter and beat until smooth and well blended."", ""Roll into balls and roll in sifted powdered sugar."", ""Refrigerate."", ""Makes about 100.""]}"
